,event_year,flattened_locations,category,count,Code,Country,min,max,count_norm
607,2015,IN,Corruption,587261,IN,India,160794,1734330,0.27102462225204893
608,2015,IN,Agriculture,751755,IN,India,160794,1734330,0.3755624275517052
609,2015,IN,Economic Policy,862265,IN,India,160794,1734330,0.4457927877087019
610,2015,IN,Government and Politics,1734330,IN,India,160794,1734330,1.0
611,2015,IN,Urban and Rural Development,521751,IN,India,160794,1734330,0.22939227319870661
612,2015,IN,Social Development and Protection,599860,IN,India,160794,1734330,0.2790314298497143
613,2015,PL,Law,193120,PL,Poland,44145,782842,0.20167267499394206
614,2015,PL,Health,306901,PL,Poland,44145,782842,0.3557019996020019
615,2015,PL,Military,645328,PL,Poland,44145,782842,0.8138424821002387
616,2015,PL,Religion,332668,PL,Poland,44145,782842,0.3905836899297005
617,2015,PL,Violence,222341,PL,Poland,44145,782842,0.24123016608974993
618,2015,PL,Education,506093,PL,Poland,44145,782842,0.6253551862265584
619,2015,PL,Agriculture,229456,PL,Poland,44145,782842,0.2508619907756495
620,2015,PL,Economic Policy,430761,PL,Poland,44145,782842,0.5233756195029897
621,2015,PL,Government and Politics,782842,PL,Poland,44145,782842,1.0
622,2015,PL,Social Development and Protection,216141,PL,Poland,44145,782842,0.23283700894954226
623,2019,MX,Law,541805,MX,Mexico,58635,1174638,0.43294686483817696
624,2019,MX,Health,548518,MX,Mexico,58635,1174638,0.4389620816431497
625,2019,MX,Military,840189,MX,Mexico,58635,1174638,0.7003153217330061
626,2019,MX,Violence,294217,MX,Mexico,58635,1174638,0.2110944146207492
627,2019,MX,Education,831889,MX,Mexico,58635,1174638,0.6928780657399667
628,2019,MX,Corruption,399791,MX,Mexico,58635,1174638,0.3056945187423331
629,2019,MX,Agriculture,342888,MX,Mexico,58635,1174638,0.25470630455294474
630,2019,MX,Economic Policy,872256,MX,Mexico,58635,1174638,0.7290491154593671
631,2019,MX,Government and Politics,1174638,MX,Mexico,58635,1174638,1.0
632,2019,MX,Social Development and Protection,333261,MX,Mexico,58635,1174638,0.24607998365595793
633,2016,IN,Health,1606857,IN,India,227634,2582264,0.5857493534015961
634,2016,IN,Military,2582264,IN,India,227634,2582264,1.0
635,2016,IN,Religion,1357205,IN,India,227634,2582264,0.47972335356298024
636,2016,IN,Violence,1346892,IN,India,227634,2582264,0.47534347222281215
637,2016,IN,Education,2228909,IN,India,227634,2582264,0.8499318364244064
638,2016,IN,Corruption,929181,IN,India,227634,2582264,0.2979436259624655
639,2016,IN,Agriculture,919968,IN,India,227634,2582264,0.2940309093148393
640,2016,IN,Economic Policy,1275026,IN,India,227634,2582264,0.4448223287735228
641,2016,IN,Government and Politics,2499257,IN,India,227634,2582264,0.9647473276056111
642,2016,IN,Social Development and Protection,818750,IN,India,227634,2582264,0.25104411308783126
643,2015,IT,Law,680454,IT,Italy,200431,2218003,0.23792112499578705
644,2015,IT,Health,1064239,IT,Italy,200431,2218003,0.42814234138856017
645,2015,IT,Military,1674157,IT,Italy,200431,2218003,0.7304453075280585
646,2015,IT,Religion,1042242,IT,Italy,200431,2218003,0.4172396325880811
647,2015,IT,Violence,738602,IT,Italy,200431,2218003,0.26674190561724687
648,2015,IT,Education,1733300,IT,Italy,200431,2218003,0.7597592551839537
649,2015,IT,Corruption,680959,IT,Italy,200431,2218003,0.23817142585246032
650,2015,IT,Agriculture,753235,IT,Italy,200431,2218003,0.2739946827176428
651,2015,IT,Economic Policy,1187089,IT,Italy,200431,2218003,0.4890323616703642
652,2015,IT,Government and Politics,2218003,IT,Italy,200431,2218003,1.0
653,2015,IT,Social Development and Protection,679532,IT,Italy,200431,2218003,0.23746414006538552
654,2018,IS,Health,1042443,IS,Israel,74597,2741454,0.3629163468457439
655,2018,IS,Military,2741454,IS,Israel,74597,2741454,1.0
656,2018,IS,Religion,1664171,IS,Israel,74597,2741454,0.5960477070949061
657,2018,IS,Violence,1560673,IS,Israel,74597,2741454,0.5572387270858543
658,2018,IS,Education,1267738,IS,Israel,74597,2741454,0.4473959421146316
659,2018,IS,Corruption,743689,IS,Israel,74597,2741454,0.2508915926125773
660,2018,IS,Economic Policy,1198554,IS,Israel,74597,2741454,0.42145379373547215
661,2018,IS,Government and Politics,2284641,IS,Israel,74597,2741454,0.8287073510128214
662,2017,NO,Law,143780,NO,Norway,43733,492478,0.22294844510802347
663,2017,NO,Health,241758,NO,Norway,43733,492478,0.44128625388583714
664,2017,NO,Military,376207,NO,Norway,43733,492478,0.7408973916143913
665,2017,NO,Religion,187937,NO,Norway,43733,492478,0.32134954149906964
666,2017,NO,Violence,184815,NO,Norway,43733,492478,0.31439236091767037
667,2017,NO,Education,436772,NO,Norway,43733,492478,0.8758626837067823
668,2017,NO,Agriculture,176820,NO,Norway,43733,492478,0.2965760064178988
669,2017,NO,Economic Policy,235797,NO,Norway,43733,492478,0.4280025404182776
670,2017,NO,Government and Politics,492478,NO,Norway,43733,492478,1.0
671,2017,NO,Social Development and Protection,145338,NO,Norway,43733,492478,0.22642035008746614
672,2016,MO,Law,196715,MO,Morocco,43403,606735,0.27215212343697853
673,2016,MO,Health,268624,MO,Morocco,43403,606735,0.3998015379918059
674,2016,MO,Military,480842,MO,Morocco,43403,606735,0.7765207728302316
675,2016,MO,Religion,354817,MO,Morocco,43403,606735,0.5528072255792322
676,2016,MO,Violence,335120,MO,Morocco,43403,606735,0.5178420540640333
677,2016,MO,Education,417120,MO,Morocco,43403,606735,0.6634045287681155
678,2016,MO,Corruption,201090,MO,Morocco,43403,606735,0.2799184140080805
679,2016,MO,Agriculture,183704,MO,Morocco,43403,606735,0.249055619066554
680,2016,MO,Economic Policy,306549,MO,Morocco,43403,606735,0.46712418254244387
681,2016,MO,Government and Politics,606735,MO,Morocco,43403,606735,1.0
682,2016,MO,Social Development and Protection,164370,MO,Morocco,43403,606735,0.2147348277747403
683,2018,CU,Law,95124,CU,Cuba,12944,304257,0.2821020689086996
684,2018,CU,Health,166153,CU,Cuba,12944,304257,0.52592572250466
685,2018,CU,Military,244337,CU,Cuba,12944,304257,0.7943105868945086
686,2018,CU,Religion,100640,CU,Cuba,12944,304257,0.3010370289001864
687,2018,CU,Violence,121582,CU,Cuba,12944,304257,0.3729253414712011
688,2018,CU,Education,225572,CU,Cuba,12944,304257,0.7298953359444996
689,2018,CU,Corruption,94762,CU,Cuba,12944,304257,0.28085941925008495
690,2018,CU,Agriculture,74339,CU,Cuba,12944,304257,0.2107526955542664
691,2018,CU,Economic Policy,153630,CU,Cuba,12944,304257,0.482937596331094
692,2018,CU,Government and Politics,304257,CU,Cuba,12944,304257,1.0
693,2018,CU,Social Development and Protection,88759,CU,Cuba,12944,304257,0.2602527178670365
694,2017,IZ,Health,615653,IZ,Iraq,77360,2432918,0.22852037606376066
695,2017,IZ,Military,2432918,IZ,Iraq,77360,2432918,1.0
696,2017,IZ,Religion,1644288,IZ,Iraq,77360,2432918,0.6652045927122151
697,2017,IZ,Violence,2015177,IZ,Iraq,77360,2432918,0.8226573066763799
698,2017,IZ,Education,915692,IZ,Iraq,77360,2432918,0.3558952910520565
699,2017,IZ,Economic Policy,1080399,IZ,Iraq,77360,2432918,0.42581800150962107
700,2017,IZ,Government and Politics,2021679,IZ,Iraq,77360,2432918,0.8254175868308061
701,2018,MO,Law,106546,MO,Morocco,20538,314455,0.29262683002344203
702,2018,MO,Health,157249,MO,Morocco,20538,314455,0.46513471490250646
703,2018,MO,Military,245250,MO,Morocco,20538,314455,0.7645423708053634
704,2018,MO,Religion,159675,MO,Morocco,20538,314455,0.4733887458023863
705,2018,MO,Violence,140169,MO,Morocco,20538,314455,0.40702307113913117
706,2018,MO,Education,217649,MO,Morocco,20538,314455,0.6706349071336466
707,2018,MO,Corruption,109951,MO,Morocco,20538,314455,0.3042117332444193
708,2018,MO,Agriculture,103208,MO,Morocco,20538,314455,0.2812698823137144
709,2018,MO,Economic Policy,156797,MO,Morocco,20538,314455,0.46359686578183634
710,2018,MO,Government and Politics,314455,MO,Morocco,20538,314455,0.9999999999999999
711,2018,MO,Social Development and Protection,84287,MO,Morocco,20538,314455,0.2168945654725654
712,2015,PK,Health,335749,PK,Pakistan,38559,945305,0.3277544097244432
713,2015,PK,Military,945305,PK,Pakistan,38559,945305,0.9999999999999999
714,2015,PK,Religion,557189,PK,Pakistan,38559,945305,0.5719683351236179
715,2015,PK,Violence,727794,PK,Pakistan,38559,945305,0.7601191513389637
716,2015,PK,Education,483066,PK,Pakistan,38559,945305,0.49022217908874144
717,2015,PK,Corruption,222345,PK,Pakistan,38559,945305,0.2026874119102814
718,2015,PK,Economic Policy,426513,PK,Pakistan,38559,945305,0.4278530040386172
719,2015,PK,Government and Politics,742190,PK,Pakistan,38559,945305,0.7759957033171362
720,2018,EG,Law,360840,EG,Egypt,86501,1210179,0.244143784963308
721,2018,EG,Health,696123,EG,Egypt,86501,1210179,0.5425237479064287
722,2018,EG,Military,1127735,EG,Egypt,86501,1210179,0.9266302268087476
723,2018,EG,Religion,781567,EG,Egypt,86501,1210179,0.6185633250806726
724,2018,EG,Violence,742180,EG,Egypt,86501,1210179,0.5835114685879762
725,2018,EG,Education,871301,EG,Egypt,86501,1210179,0.6984207219505943
726,2018,EG,Corruption,455704,EG,Egypt,86501,1210179,0.3285665466441454
727,2018,EG,Agriculture,350742,EG,Egypt,86501,1210179,0.2351572247565584
728,2018,EG,Economic Policy,608529,EG,Egypt,86501,1210179,0.4645708112110408
729,2018,EG,Government and Politics,1210179,EG,Egypt,86501,1210179,1.0
730,2016,LY,Health,273163,LY,Libya,34035,979513,0.25291757185254443
731,2016,LY,Military,979513,LY,Libya,34035,979513,1.0
732,2016,LY,Religion,544960,LY,Libya,34035,979513,0.5403880365275554
733,2016,LY,Violence,754287,LY,Libya,34035,979513,0.7617861018447811
734,2016,LY,Education,346206,LY,Libya,34035,979513,0.33017267456249644
735,2016,LY,Corruption,231891,LY,Libya,34035,979513,0.2092655778347037
736,2016,LY,Economic Policy,402127,LY,Libya,34035,979513,0.38931841883153284
737,2016,LY,Government and Politics,798845,LY,Libya,34035,979513,0.8089135865667948
738,2017,NL,Law,296060,NL,Netherlands,80949,991364,0.23627796114958563
739,2017,NL,Health,467967,NL,Netherlands,80949,991364,0.4251006409165051
740,2017,NL,Military,687032,NL,Netherlands,80949,991364,0.665721676378355
741,2017,NL,Religion,380681,NL,Netherlands,80949,991364,0.329225682793012
742,2017,NL,Violence,326759,NL,Netherlands,80949,991364,0.26999774827963074
743,2017,NL,Education,748845,NL,Netherlands,80949,991364,0.7336170867132022
744,2017,NL,Corruption,293211,NL,Netherlands,80949,991364,0.2331486190363735
745,2017,NL,Agriculture,316681,NL,Netherlands,80949,991364,0.2589280712642037
746,2017,NL,Economic Policy,485413,NL,Netherlands,80949,991364,0.4442633304591862
747,2017,NL,Government and Politics,991364,NL,Netherlands,80949,991364,1.0
748,2017,NL,Social Development and Protection,286845,NL,Netherlands,80949,991364,0.22615620348961737
749,2019,CI,Law,74439,CI,Chile,11467,209511,0.3179697440972713
750,2019,CI,Health,126619,CI,Chile,11467,209511,0.5814465472319283
751,2019,CI,Military,149966,CI,Chile,11467,209511,0.69933449132516
752,2019,CI,Religion,60223,CI,Chile,11467,209511,0.24618771586112176
753,2019,CI,Education,182215,CI,Chile,11467,209511,0.8621720425763972
754,2019,CI,Corruption,79665,CI,Chile,11467,209511,0.3443578194744602
755,2019,CI,Agriculture,81205,CI,Chile,11467,209511,0.35213386924117873
756,2019,CI,Economic Policy,101299,CI,Chile,11467,209511,0.45359617054795903
757,2019,CI,Government and Politics,209511,CI,Chile,11467,209511,1.0
758,2019,CI,Social Development and Protection,76501,CI,Chile,11467,209511,0.32838157177192945
759,2019,RI,Health,55299,RI,Serbia,10884,147931,0.32408589753880057
760,2019,RI,Military,101925,RI,Serbia,10884,147931,0.6643049464782155
761,2019,RI,Religion,40538,RI,Serbia,10884,147931,0.21637832276518273
762,2019,RI,Education,106580,RI,Serbia,10884,147931,0.698271395944457
763,2019,RI,Corruption,42662,RI,Serbia,10884,147931,0.23187665545396832
764,2019,RI,Agriculture,41241,RI,Serbia,10884,147931,0.22150794982743147
765,2019,RI,Economic Policy,76251,RI,Serbia,10884,147931,0.47696775558749915
766,2019,RI,Government and Politics,147931,RI,Serbia,10884,147931,1.0
767,2019,PK,Health,194434,PK,Pakistan,25401,575223,0.3074322235196118
768,2019,PK,Military,575223,PK,Pakistan,25401,575223,1.0
769,2019,PK,Religion,300665,PK,Pakistan,25401,575223,0.5006420259647668
770,2019,PK,Violence,403620,PK,Pakistan,25401,575223,0.687893536453616
771,2019,PK,Education,251924,PK,Pakistan,25401,575223,0.41199333602511357
772,2019,PK,Corruption,150716,PK,Pakistan,25401,575223,0.22791921749220656
773,2019,PK,Economic Policy,254833,PK,Pakistan,25401,575223,0.4172841392305146
774,2019,PK,Government and Politics,455953,PK,Pakistan,25401,575223,0.7830752498081197
775,2018,SY,Health,647625,SY,Syria,58650,2572190,0.234320917908607
776,2018,SY,Military,2572190,SY,Syria,58650,2572190,0.9999999999999999
777,2018,SY,Religion,1108347,SY,Syria,58650,2572190,0.4176169864016487
778,2018,SY,Violence,1757826,SY,Syria,58650,2572190,0.6760091345273996
779,2018,SY,Education,773690,SY,Syria,58650,2572190,0.2844752818733738
780,2018,SY,Economic Policy,1039329,SY,Syria,58650,2572190,0.39015850155557497
781,2018,SY,Government and Politics,1835356,SY,Syria,58650,2572190,0.706854078311863
782,2019,BR,Law,315992,BR,Brazil,65198,704109,0.39253354536077795
783,2019,BR,Health,452469,BR,Brazil,65198,704109,0.6061423265525245
784,2019,BR,Military,676463,BR,Brazil,65198,704109,0.9567294975356504
785,2019,BR,Education,566763,BR,Brazil,65198,704109,0.7850310919674259
786,2019,BR,Corruption,248961,BR,Brazil,65198,704109,0.2876190893567336
787,2019,BR,Agriculture,307040,BR,Brazil,65198,704109,0.37852220418806376
788,2019,BR,Economic Policy,354662,BR,Brazil,65198,704109,0.4530584071959944
789,2019,BR,Government and Politics,704109,BR,Brazil,65198,704109,1.0
790,2019,BR,Social Development and Protection,291581,BR,Brazil,65198,704109,0.35432634592298456
791,2017,SW,Law,538484,SW,Sweden,88855,1320387,0.3650972934523829
792,2017,SW,Health,708314,SW,Sweden,88855,1320387,0.502998704053163
793,2017,SW,Military,948764,SW,Sweden,88855,1320387,0.6982433261985884
794,2017,SW,Religion,469844,SW,Sweden,88855,1320387,0.3093618355024474
795,2017,SW,Violence,485853,SW,Sweden,88855,1320387,0.3223610917134106
796,2017,SW,Education,1130888,SW,Sweden,88855,1320387,0.8461274250283386
797,2017,SW,Corruption,475292,SW,Sweden,88855,1320387,0.313785593878194
798,2017,SW,Agriculture,363947,SW,Sweden,88855,1320387,0.2233738140787247
799,2017,SW,Economic Policy,519093,SW,Sweden,88855,1320387,0.3493518641821731
800,2017,SW,Government and Politics,1320387,SW,Sweden,88855,1320387,1.0
801,2017,SW,Social Development and Protection,385238,SW,Sweden,88855,1320387,0.24066203720244378
802,2019,KS,Law,180608,KS,"Korea, South",35407,655490,0.234163813553992
803,2019,KS,Health,395937,KS,"Korea, South",35407,655490,0.5814221644521782
804,2019,KS,Military,547454,KS,"Korea, South",35407,655490,0.825771711206403
805,2019,KS,Education,595725,KS,"Korea, South",35407,655490,0.9036177414958966
806,2019,KS,Corruption,310030,KS,"Korea, South",35407,655490,0.4428810336680734
807,2019,KS,Agriculture,193066,KS,"Korea, South",35407,655490,0.25425467235837784
808,2019,KS,Economic Policy,384021,KS,"Korea, South",35407,655490,0.5622053821827078
809,2019,KS,Government and Politics,655490,KS,"Korea, South",35407,655490,1.0
810,2019,KS,Social Development and Protection,189591,KS,"Korea, South",35407,655490,0.2486505838734492
811,2015,JA,Health,801820,JA,Japan,106447,1403989,0.5359156004198707
812,2015,JA,Military,1297699,JA,Japan,106447,1403989,0.9180835764853853
813,2015,JA,Religion,396460,JA,Japan,106447,1403989,0.22350952801527812
814,2015,JA,Violence,372519,JA,Japan,106447,1403989,0.2050584875094602
815,2015,JA,Education,1403989,JA,Japan,106447,1403989,0.9999999999999999
816,2015,JA,Corruption,394068,JA,Japan,106447,1403989,0.22166604240941717
817,2015,JA,Agriculture,623389,JA,Japan,106447,1403989,0.39840097661578583
818,2015,JA,Economic Policy,799858,JA,Japan,106447,1403989,0.5344035106378059
819,2015,JA,Government and Politics,1363786,JA,Japan,106447,1403989,0.969016031850992
820,2015,JA,Social Development and Protection,472631,JA,Japan,106447,1403989,0.28221360079288377
821,2016,CU,Law,187738,CU,Cuba,31499,715593,0.22838820396027446
822,2016,CU,Health,286377,CU,Cuba,31499,715593,0.37257745280619325
823,2016,CU,Military,632986,CU,Cuba,31499,715593,0.8792461269942434
824,2016,CU,Religion,262677,CU,Cuba,31499,715593,0.33793309106643243
825,2016,CU,Violence,363570,CU,Cuba,31499,715593,0.48541720874616645
826,2016,CU,Education,464933,CU,Cuba,31499,715593,0.633588366511035
827,2016,CU,Economic Policy,381703,CU,Cuba,31499,715593,0.5119237999456214
828,2016,CU,Government and Politics,715593,CU,Cuba,31499,715593,0.9999999999999999
829,2016,CU,Social Development and Protection,204348,CU,Cuba,31499,715593,0.2526684929264107
830,2015,TW,Health,576475,TW,Taiwan,46742,675358,0.8426972905557606
831,2015,TW,Military,459159,TW,Taiwan,46742,675358,0.6560714331165609
832,2015,TW,Education,644794,TW,Taiwan,46742,675358,0.951378902223297
833,2015,TW,Corruption,236786,TW,Taiwan,46742,675358,0.3023212899448948
834,2015,TW,Agriculture,293718,TW,Taiwan,46742,675358,0.39288850426969724
835,2015,TW,Economic Policy,255204,TW,Taiwan,46742,675358,0.3316205759955203
836,2015,TW,Government and Politics,675358,TW,Taiwan,46742,675358,1.0
837,2015,TW,Social Development and Protection,206953,TW,Taiwan,46742,675358,0.2548630642554437
838,2016,SN,Law,123014,SN,Singapore,32314,423926,0.23160679448025084
839,2016,SN,Health,261176,SN,Singapore,32314,423926,0.5844100793642688
840,2016,SN,Military,343549,SN,Singapore,32314,423926,0.794753480485787
841,2016,SN,Religion,133325,SN,Singapore,32314,423926,0.25793642687149526
842,2016,SN,Violence,125559,SN,Singapore,32314,423926,0.23810557388435494
843,2016,SN,Education,421880,SN,Singapore,32314,423926,0.9947754409977223
844,2016,SN,Corruption,167634,SN,Singapore,32314,423926,0.3455461017537767
845,2016,SN,Agriculture,157010,SN,Singapore,32314,423926,0.31841720887000396
846,2016,SN,Economic Policy,234077,SN,Singapore,32314,423926,0.5152114848370326
847,2016,SN,Government and Politics,423926,SN,Singapore,32314,423926,1.0
848,2016,SN,Urban and Rural Development,120608,SN,Singapore,32314,423926,0.22546295823417056
849,2016,SN,Social Development and Protection,161108,SN,Singapore,32314,423926,0.3288816481619562
850,2019,RP,Law,68882,RP,Philippines,17078,220434,0.2547453726469836
851,2019,RP,Health,114630,RP,Philippines,17078,220434,0.4797104585062649
852,2019,RP,Military,206504,RP,Philippines,17078,220434,0.9314994394067547
853,2019,RP,Religion,90139,RP,Philippines,17078,220434,0.3592763429650465
854,2019,RP,Violence,77801,RP,Philippines,17078,220434,0.2986044178681721
855,2019,RP,Education,174916,RP,Philippines,17078,220434,0.7761659356006215
856,2019,RP,Corruption,88211,RP,Philippines,17078,220434,0.34979543264029583
857,2019,RP,Agriculture,72934,RP,Philippines,17078,220434,0.2746710202797065
858,2019,RP,Economic Policy,100242,RP,Philippines,17078,220434,0.4089576899624304
859,2019,RP,Government and Politics,220434,RP,Philippines,17078,220434,1.0
860,2019,RP,Social Development and Protection,66733,RP,Philippines,17078,220434,0.24417769822380458
861,2015,SY,Military,4352284,SY,Syria,106792,4352284,0.9999999999999999
862,2015,SY,Religion,2876619,SY,Syria,106792,4352284,0.6524160215117588
863,2015,SY,Violence,3541813,SY,Syria,106792,4352284,0.8090984507802629
864,2015,SY,Education,1147103,SY,Syria,106792,4352284,0.24503897310370623
865,2015,SY,Economic Policy,1748547,SY,Syria,106792,4352284,0.38670547488960055
866,2015,SY,Government and Politics,3177855,SY,Syria,106792,4352284,0.7233703420004088
867,2018,MK,Health,118813,MK,Macedonia,22511,494318,0.2041131225267959
868,2018,MK,Military,203617,MK,Macedonia,22511,494318,0.3838561106554163
869,2018,MK,Religion,126834,MK,Macedonia,22511,494318,0.22111371810931166
870,2018,MK,Education,195484,MK,Macedonia,22511,494318,0.36661812987090064
871,2018,MK,Agriculture,124455,MK,Macedonia,22511,494318,0.2160714020775444
872,2018,MK,Economic Policy,156357,MK,Macedonia,22511,494318,0.28368803345435745
873,2018,MK,Government and Politics,494318,MK,Macedonia,22511,494318,1.0
874,2016,JO,Health,309758,JO,Jordan,28620,665614,0.44135109592869004
875,2016,JO,Military,665614,JO,Jordan,28620,665614,1.0
876,2016,JO,Religion,485669,JO,Jordan,28620,665614,0.7175091131156651
877,2016,JO,Violence,435220,JO,Jordan,28620,665614,0.6383105649346775
878,2016,JO,Education,508124,JO,Jordan,28620,665614,0.752760622549035
879,2016,JO,Corruption,203680,JO,Jordan,28620,665614,0.2748220548388211
880,2016,JO,Agriculture,176940,JO,Jordan,28620,665614,0.2328436374596935
881,2016,JO,Economic Policy,381160,JO,Jordan,28620,665614,0.5534432035466582
882,2016,JO,Government and Politics,608563,JO,Jordan,28620,665614,0.9104371469746968
883,2016,JO,Social Development and Protection,161759,JO,Jordan,28620,665614,0.20901138786236606
884,2019,AF,Law,113006,AF,Afghanistan,10297,507558,0.206549478040707
885,2019,AF,Health,140661,AF,Afghanistan,10297,507558,0.26216413513225445
886,2019,AF,Military,507558,AF,Afghanistan,10297,507558,0.9999999999999999
887,2019,AF,Religion,202447,AF,Afghanistan,10297,507558,0.3864167911820955
888,2019,AF,Violence,372148,AF,Afghanistan,10297,507558,0.7276882763779987
889,2019,AF,Education,191448,AF,Afghanistan,10297,507558,0.3642976223753723
890,2019,AF,Economic Policy,167332,AF,Afghanistan,10297,507558,0.3157999521378109
891,2019,AF,Government and Politics,401710,AF,Afghanistan,10297,507558,0.7871379416443276
892,2017,FI,Law,98503,FI,Finland,26443,378876,0.20446439465089816
893,2017,FI,Health,221849,FI,Finland,26443,378876,0.5544486469768722
894,2017,FI,Military,261597,FI,Finland,26443,378876,0.6672303671903596
895,2017,FI,Religion,113425,FI,Finland,26443,378876,0.24680435714022242
896,2017,FI,Violence,111799,FI,Finland,26443,378876,0.24219071426342026
897,2017,FI,Education,370412,FI,Finland,26443,378876,0.9759840877556868
898,2017,FI,Corruption,113192,FI,Finland,26443,378876,0.24614323857300535
899,2017,FI,Agriculture,111465,FI,Finland,26443,378876,0.24124301640311774
900,2017,FI,Economic Policy,192144,FI,Finland,26443,378876,0.47016312320355924
901,2017,FI,Government and Politics,378876,FI,Finland,26443,378876,1.0
902,2017,FI,Urban and Rural Development,109597,FI,Finland,26443,378876,0.2359427181904078
903,2017,FI,Social Development and Protection,138789,FI,Finland,26443,378876,0.31877264614834594
904,2018,DA,Law,141001,DA,Denmark,33573,407685,0.28715464887520314
905,2018,DA,Health,241711,DA,Denmark,33573,407685,0.5563521084594988
906,2018,DA,Military,290339,DA,Denmark,33573,407685,0.6863345736036268
907,2018,DA,Religion,141280,DA,Denmark,33573,407685,0.2879004148490292
908,2018,DA,Education,407685,DA,Denmark,33573,407685,1.0
909,2018,DA,Corruption,127997,DA,Denmark,33573,407685,0.2523950047044735
910,2018,DA,Agriculture,133780,DA,Denmark,33573,407685,0.2678529424343512
911,2018,DA,Economic Policy,190374,DA,Denmark,33573,407685,0.4191284962791891
912,2018,DA,Government and Politics,404759,DA,Denmark,33573,407685,0.9921788127619537
913,2018,DA,Social Development and Protection,115460,DA,Denmark,33573,407685,0.21888364981609787
914,2015,BU,Law,88543,BU,Bulgaria,25126,318476,0.21618203511164136
915,2015,BU,Health,141879,BU,Bulgaria,25126,318476,0.39799897733083345
916,2015,BU,Military,237974,BU,Bulgaria,25126,318476,0.725576955854781
917,2015,BU,Religion,108981,BU,Bulgaria,25126,318476,0.2858530765297426
918,2015,BU,Education,207927,BU,Bulgaria,25126,318476,0.6231498210328958
919,2015,BU,Corruption,96434,BU,Bulgaria,25126,318476,0.24308164308846086
920,2015,BU,Agriculture,130675,BU,Bulgaria,25126,318476,0.35980569285836034
921,2015,BU,Economic Policy,216664,BU,Bulgaria,25126,318476,0.6529333560593148
922,2015,BU,Government and Politics,318476,BU,Bulgaria,25126,318476,0.9999999999999999
923,2015,BU,Social Development and Protection,87183,BU,Bulgaria,25126,318476,0.21154593489006307
924,2015,MX,Law,675008,MX,Mexico,82094,1445185,0.4349775620263064
925,2015,MX,Health,764878,MX,Mexico,82094,1445185,0.5009085967114447
926,2015,MX,Military,1039641,MX,Mexico,82094,1445185,0.7024820793329278
927,2015,MX,Religion,369587,MX,Mexico,82094,1445185,0.21091255095954706
928,2015,MX,Violence,427458,MX,Mexico,82094,1445185,0.25336826374761484
929,2015,MX,Education,1430104,MX,Mexico,82094,1445185,0.9889361752076714
930,2015,MX,Corruption,500745,MX,Mexico,82094,1445185,0.30713356628427596
931,2015,MX,Agriculture,553665,MX,Mexico,82094,1445185,0.34595709310676986
932,2015,MX,Economic Policy,795688,MX,Mexico,82094,1445185,0.5235116364204591
933,2015,MX,Government and Politics,1445185,MX,Mexico,82094,1445185,0.9999999999999999
934,2015,MX,Urban and Rural Development,369896,MX,Mexico,82094,1445185,0.21113924162069883
935,2015,MX,Social Development and Protection,457520,MX,Mexico,82094,1445185,0.27542255065876015
936,2017,HK,Health,401895,HK,Hong Kong,30540,536874,0.7334190475061916
937,2017,HK,Military,330428,HK,Hong Kong,30540,536874,0.5922730845647339
938,2017,HK,Education,484022,HK,Hong Kong,30540,536874,0.8956183072833347
939,2017,HK,Corruption,215993,HK,Hong Kong,30540,536874,0.3662661405317439
940,2017,HK,Agriculture,214476,HK,Hong Kong,30540,536874,0.3632700944435886
941,2017,HK,Economic Policy,240750,HK,Hong Kong,30540,536874,0.4151607436988233
942,2017,HK,Government and Politics,536874,HK,Hong Kong,30540,536874,0.9999999999999999
943,2017,HK,Urban and Rural Development,157437,HK,Hong Kong,30540,536874,0.25061915652513955
944,2017,HK,Social Development and Protection,160928,HK,Hong Kong,30540,536874,0.25751381499168535
945,2016,AG,Law,117192,AG,Algeria,26858,385326,0.25200017853755424
946,2016,AG,Health,161253,AG,Algeria,26858,385326,0.3749149156967986
947,2016,AG,Military,373934,AG,Algeria,26858,385326,0.9682203153419553
948,2016,AG,Religion,231700,AG,Algeria,26858,385326,0.5714373388977538
949,2016,AG,Violence,280686,AG,Algeria,26858,385326,0.7080910987870606
950,2016,AG,Education,233159,AG,Algeria,26858,385326,0.5755074372049946
951,2016,AG,Corruption,125477,AG,Algeria,26858,385326,0.27511242286619725
952,2016,AG,Economic Policy,205980,AG,Algeria,26858,385326,0.4996875592800473
953,2016,AG,Government and Politics,385326,AG,Algeria,26858,385326,1.0
954,2017,SZ,Law,374527,SZ,Switzerland,101530,1191862,0.25037970086175587
955,2017,SZ,Health,622416,SZ,Switzerland,101530,1191862,0.47773155332504225
956,2017,SZ,Military,885622,SZ,Switzerland,101530,1191862,0.7191314205214558
957,2017,SZ,Religion,432060,SZ,Switzerland,101530,1191862,0.30314619767190176
958,2017,SZ,Violence,445109,SZ,Switzerland,101530,1191862,0.31511411203193157
959,2017,SZ,Education,845200,SZ,Switzerland,101530,1191862,0.6820583088453792
960,2017,SZ,Corruption,400458,SZ,Switzerland,101530,1191862,0.27416236522453713
961,2017,SZ,Agriculture,433642,SZ,Switzerland,101530,1191862,0.304597131882766
962,2017,SZ,Economic Policy,546121,SZ,Switzerland,101530,1191862,0.40775745369300365
963,2017,SZ,Government and Politics,1191862,SZ,Switzerland,101530,1191862,1.0
