event_year,flattened_locations,category,count
2017,KU,Military,296657
2018,TK,Military,10576
2018,VI,Military,4970
2019,JQ,Military,106
2017,IS,Military,2669242
2016,US,Military,16111938
2017,MP,Military,117196
2016,TZ,Military,107071
2016,VC,Military,11263
2018,LG,Military,107352
2017,ES,Military,79864
2017,EI,Military,423398
2018,SO,Military,197651
2016,BY,Military,84969
2017,JM,Military,73459
2017,JQ,Military,52
2017,SI,Military,207197
2019,RS,Military,2394152
2016,HK,Military,386484
2017,CO,Military,573403
2019,AJ,Military,78852
2017,NR,Military,22751
2017,CS,Military,32075
2017,MZ,Military,62127
2015,FJ,Military,22399
2017,CG,Military,43488
2018,KG,Military,78642
2015,CW,Military,2092
2017,CT,Military,52222
2018,TZ,Military,66367
2018,MV,Military,33372
2017,MF,Military,1984
2016,EK,Military,13479
2017,RN,Military,6233
2019,RN,Military,785
2019,BR,Military,676463
2017,JO,Military,693192
2017,BA,Military,312110
2018,AL,Military,184810
2017,CN,Military,5611
2017,BY,Military,42931
2015,ZI,Military,93471
2017,WZ,Military,6092
2015,SC,Military,568
2016,AV,Military,1631
2018,LQ,Military,25
2016,IP,Military,17
2015,PE,Military,218108
2018,HA,Military,80223
2016,MD,Military,154524
2015,RP,Military,392029
2018,MU,Military,135553
2017,UV,Military,144957
2018,RW,Military,87683
2015,PA,Military,80010
2019,MP,Military,67987
2015,PM,Military,128479
2017,BN,Military,26628
2017,NP,Military,102957
2019,EZ,Military,135008
2019,OD,Military,37608
2016,GB,Military,43605
2017,SE,Military,13042
2015,JN,Military,52
2017,SW,Military,948764
2015,CO,Military,499392
2016,FR,Military,4689149
2015,ML,Military,299155
2017,MY,Military,383032
2019,GV,Military,41054
2016,RI,Military,283916
2019,AG,Military,122003
2016,TD,Military,30465
2018,HO,Military,139771
2016,AC,Military,7694
2019,LI,Military,21318
2015,MF,Military,2478
2019,AC,Military,3775
2017,ST,Military,3377
2018,AV,Military,1406
2017,FQ,Military,27
2019,MQ,Military,16
2016,IT,Military,2347452
2016,IS,Military,2590226
2017,QA,Military,595913
2016,BU,Military,363247
2015,MJ,Military,57407
2019,EN,Military,49092
2015,JO,Military,583691
2015,NS,Military,7923
2019,MN,Military,12121
2019,PU,Military,3831
2017,MH,Military,8726
2016,BM,Military,117981
2017,FI,Military,261597
2015,GR,Military,1236756
2018,NG,Military,116229
2019,MD,Military,55433
2017,OD,Military,143022
2016,MG,Military,86286
2015,LU,Military,110411
2016,SL,Military,46870
2015,GI,Military,13233
2017,TD,Military,29957
2017,FK,Military,686
2019,WQ,Military,288
2015,AT,Military,5
2017,UG,Military,114524
2016,RO,Military,682185
2018,BE,Military,828647
2017,AR,Military,583387
2018,CI,Military,257484
2019,AO,Military,31516
2018,UZ,Military,60647
2018,CS,Military,28466
2019,LA,Military,20101
2018,MI,Military,20086
2015,CS,Military,26617
2016,JA,Military,1737461
2015,ES,Military,61347
2019,JA,Military,968004
2018,MO,Military,245250
2015,WE,Military,292252
2017,ET,Military,139125
2015,CI,Military,254588
2015,MB,Military,9791
2016,NH,Military,10547
2016,WS,Military,13995
2015,MZ,Military,36948
2018,BP,Military,6536
2019,NT,Military,372
2015,NN,Military,9
2015,SY,Military,4352284
2019,SP,Military,726678
2016,PL,Military,906895
2016,EZ,Military,344977
2018,IN,Military,1776491
2018,AJ,Military,195817
2016,FJ,Military,35763
2016,MI,Military,34655
2015,IN,Military,1709094
2017,GY,Military,23408
2015,RW,Military,112738
2017,BH,Military,29872
2019,BP,Military,5276
2017,DO,Military,29098
2016,MF,Military,2483
2016,NS,Military,10569
2015,HQ,Military,120
2016,WF,Military,8
2016,LO,Military,135502
2015,EI,Military,376171
2016,VM,Military,965700
2016,AL,Military,226440
2016,HO,Military,122678
2018,AE,Military,322725
2015,GZ,Military,167484
2015,IC,Military,50359
2016,CJ,Military,13239
2019,BF,Military,50138
2017,NH,Military,7323
2018,CN,Military,6631
2017,BR,Military,1145180
2019,TH,Military,252928
2015,IV,Military,68408
2019,PA,Military,54005
2018,PU,Military,7068
2018,LA,Military,35194
2018,BK,Military,70991
2015,KT,Military,5642
2015,BP,Military,7938
2018,IM,Military,1356
2015,NT,Military,506
2016,KZ,Military,198027
2015,GA,Military,38831
2016,MY,Military,403787
2016,AR,Military,691357
2016,HU,Military,441072
2018,MB,Military,9949
2015,EK,Military,9288
2017,EZ,Military,295555
2016,TX,Military,106599
2017,GH,Military,147461
2019,GJ,Military,9832
2018,WA,Military,32308
2017,VT,Military,28444
2015,CV,Military,4824
2019,LU,Military,54128
2015,SL,Military,56112
2016,WQ,Military,537
2015,RN,Military,2064
2017,KQ,Military,24
2015,NM,Military,1
2017,UP,Military,1896705
2019,MR,Military,19009
2016,EC,Military,184865
2015,IS,Military,1845858
2018,SZ,Military,730624
2015,QA,Military,315306
2019,UZ,Military,29473
2015,UY,Military,95618
2019,SI,Military,35718
2019,CE,Military,175154
2018,MR,Military,50157
2019,CQ,Military,1159
2017,BV,Military,15
2018,AR,Military,508978
2017,MK,Military,266926
2018,CY,Military,167099
2019,HK,Military,344771
2016,QA,Military,354839
2016,CE,Military,181794
2017,GJ,Military,19342
2016,VT,Military,32957
2016,CV,Military,9721
2015,GJ,Military,11609
2019,LT,Military,4920
2016,IO,Military,183
2016,LQ,Military,57
2018,KQ,Military,9
2016,TU,Military,5209620
2016,GR,Military,1390409
2015,VE,Military,724608
2018,GZ,Military,440235
2016,MN,Military,26942
2015,SG,Military,119860
2018,SU,Military,197949
2015,BA,Military,162505
2017,NU,Military,88037
2018,VC,Military,5544
2019,GQ,Military,15925
2018,PG,Military,6659
2019,LS,Military,3277
2016,JN,Military,36
2015,SZ,Military,772560
2017,LY,Military,824930
2019,LE,Military,290831
2019,NG,Military,61475
2017,EC,Military,143641
2016,DO,Military,19861
2019,GP,Military,12447
2016,TL,Military,1549
2018,SP,Military,1222859
2016,RP,Military,731762
2019,ZI,Military,82233
2018,HR,Military,194577
2018,BN,Military,23168
2016,PM,Military,217882
2015,SF,Military,355848
2016,RQ,Military,77479
2016,PF,Military,10038
2017,MI,Military,26932
2018,CG,Military,43462
2019,MC,Military,40015
2018,GK,Military,4200
2018,FK,Military,431
2016,HQ,Military,103
2019,CH,Military,2998230
2019,TU,Military,1179493
2017,PK,Military,972339
2019,CD,Military,54729
2017,KE,Military,238697
2018,PE,Military,235835
2017,KZ,Military,325053
2015,HK,Military,285983
2018,SG,Military,81949
2019,JM,Military,35070
2015,BB,Military,17455
2018,TD,Military,25012
2018,ST,Military,3326
2019,VC,Military,4532
2019,GK,Military,4790
2019,TP,Military,1882
2015,TL,Military,502
2015,SX,Military,26
2017,JA,Religion,506097
2016,SG,Religion,110036
2019,BB,Religion,4248
2017,TD,Religion,12764
2019,DO,Religion,4725
2019,FP,Religion,796
2015,NC,Religion,1287
2019,KR,Religion,788
2018,RS,Religion,1398275
2017,FR,Religion,1878269
2017,HR,Religion,111935
2015,RI,Religion,126153
2016,TW,Religion,200354
2018,SO,Religion,104167
2015,AA,Religion,2066
2016,JE,Religion,32660
2016,CS,Religion,17178
2017,MZ,Religion,15998
2015,SM,Religion,1638
2018,FK,Religion,118
2016,TU,Religion,2582906
2017,RO,Religion,302920
2016,NI,Religion,355498
2016,LH,Religion,109449
2015,CM,Religion,93418
2019,RS,Religion,713449
2019,AE,Religion,131254
2018,MK,Religion,126834
2017,GP,Religion,22234
2018,RN,Religion,1643
2015,PM,Religion,31875
2015,NH,Religion,5817
2017,BF,Religion,15769
2016,AV,Religion,810
2018,EK,Religion,3619
2017,NF,Religion,146
2017,PP,Religion,15365
2018,AR,Religion,198772
2017,HK,Religion,88946
2015,CY,Religion,73432
2017,EN,Religion,54336
2017,PU,Religion,4525
2017,TT,Religion,7080
2018,DO,Religion,7501
2015,FJ,Religion,8573
2019,CV,Religion,1109
2015,WZ,Religion,2472
2019,HQ,Religion,13
2015,UC,Religion,4
2016,LQ,Religion,5
2016,US,Religion,7285500
2016,PM,Religion,80307
2016,NU,Religion,41849
2016,KN,Religion,142110
2015,MU,Religion,118956
2016,AS,Religion,754394
2019,GP,Religion,5431
2019,HA,Religion,17674
2016,AN,Religion,4590
2019,EU,Religion,1
2019,MU,Religion,49510
2016,AJ,Religion,149174
2016,MP,Religion,91380
2018,EI,Religion,241631
2015,BA,Religion,133286
2015,MD,Religion,28558
2018,EC,Religion,38183
2016,FJ,Religion,14550
2019,JM,Religion,16480
2019,MA,Religion,12027
2019,MG,Religion,16349
2019,LU,Religion,19705
2018,WZ,Religion,1873
2015,GI,Religion,4986
2015,FO,Religion,1104
2015,UF,Religion,55
2016,SB,Religion,94
2018,MQ,Religion,6
2016,FQ,Religion,4
2017,LY,Religion,555054
2019,SU,Religion,68659
2019,LH,Religion,47658
2016,BR,Religion,436024
2019,TD,Religion,5749
2016,RM,Religion,3704
2016,CN,Religion,8484
2019,PC,Religion,90
2019,JN,Religion,5
2018,BV,Religion,4
2017,LI,Religion,20237
2017,AG,Religion,146457
2015,BX,Religion,50215
2017,NP,Religion,50972
2015,GL,Religion,7192
2017,NH,Religion,2882
2016,WS,Religion,6025
2015,IM,Religion,95
2018,IS,Religion,1664171
2017,ID,Religion,520263
2015,BK,Religion,62775
2019,MZ,Religion,16459
2019,UY,Religion,15958
2017,BH,Religion,11593
2017,MB,Religion,7100
2016,RN,Religion,2434
2018,AV,Religion,721
2019,KQ,Religion,1
2019,IN,Religion,575774
2017,BU,Religion,147346
2016,SU,Religion,188525
2018,GA,Religion,11211
2019,BA,Religion,63853
2016,LS,Religion,5456
2016,PC,Religion,1109
2019,PL,Religion,202708
2019,TS,Religion,55598
2019,MC,Religion,9819
2017,BB,Religion,7623
2018,WI,Religion,3188
2015,GQ,Religion,5359
2015,NS,Religion,3181
2017,HQ,Religion,43
2018,MX,Religion,367906
2015,IZ,Religion,2040928
2017,MU,Religion,127980
2019,NZ,Religion,255556
2016,TO,Religion,19181
2019,BF,Religion,17002
2017,KZ,Religion,143124
2016,VQ,Religion,3443
2016,JQ,Religion,10
2016,BV,Religion,7
2019,CA,Religion,291645
2015,US,Religion,5568828
2018,IR,Religion,911108
2015,SP,Religion,755929
2019,FJ,Religion,6476
2016,UV,Religion,148373
2017,ML,Religion,120334
2019,SE,Religion,1765
2016,MA,Religion,16896
2017,LS,Religion,4015
2019,BD,Religion,2849
2017,SN,Religion,110086
2015,GZ,Religion,104506
2015,NO,Religion,171828
2019,KN,Religion,61404
2019,SO,Religion,62464
2019,PE,Religion,43380
2016,WA,Religion,11435
2018,OD,Religion,26662
2019,WA,Religion,3682
2019,MV,Religion,7326
2019,TN,Religion,1797
2015,IP,Religion,2
2016,IO,Religion,35
2016,IP,Religion,7
2018,JA,Religion,342479
2017,NI,Religion,279883
2019,NO,Religion,97640
2018,SF,Religion,138015
2018,GV,Religion,29388
2016,YI,Religion,16612
2017,NO,Religion,187937
2018,HO,Religion,54140
2015,MG,Religion,29465
2017,GL,Religion,15227
2019,IV,Religion,7665
2019,OD,Religion,12019
2015,PS,Religion,4274
2019,GM,Religion,712556
2017,IS,Religion,2097718
2017,AS,Religion,665802
2018,MR,Religion,29885
2019,ZI,Religion,21618
2015,BF,Religion,13433
2016,AL,Religion,114622
2019,BN,Religion,7313
2018,FJ,Religion,9408
2018,BL,Religion,45005
2018,CB,Religion,37711
2017,TZ,Religion,40009
2016,GT,Religion,44687
2018,BA,Religion,88655
2017,CY,Religion,81927
2018,CE,Religion,61838
2016,CB,Religion,54705
2015,GH,Religion,59397
2015,TX,Religion,60430
2019,MB,Religion,2328
2016,GK,Religion,1675
2015,SC,Religion,221
2017,PF,Religion,218
2015,CQ,Religion,241
2015,BS,Religion,3
2015,MY,Religion,236434
2018,SP,Religion,535331
2019,CI,Religion,60223
2018,RI,Religion,85885
2017,BN,Religion,15541
2016,EI,Religion,276956
2018,KZ,Religion,63708
2016,HO,Religion,56515
2019,NU,Religion,22405
2015,BB,Religion,6595
2016,SC,Religion,219
2019,CW,Religion,821
2015,FQ,Religion,11
2015,NM,Religion,4
2017,MK,Religion,146911
2015,UK,Religion,1941296
2015,AR,Religion,274042
2018,IT,Religion,919176
2019,CO,Religion,57936
2015,EZ,Religion,139715
2017,CU,Religion,140691
2018,CY,Religion,58340
2017,YM,Religion,667061
2019,ET,Religion,41541
2018,HU,Religion,255486
2019,MT,Religion,15705
2017,GG,Religion,25264
2018,WA,Religion,9284
2016,KR,Religion,2625
2015,PF,Religion,311
2015,NN,Religion,5
2015,JN,Religion,17
2017,WF,Religion,2
2016,ID,Religion,539320
2019,MO,Religion,84110
2017,CI,Religion,122716
2017,KS,Religion,315090
2019,CF,Religion,37798
2018,ZI,Religion,47705
2015,GY,Religion,10224
2016,BF,Religion,20468
2017,CM,Religion,46878
2016,LO,Religion,72072
2018,GJ,Religion,9376
2016,NF,Religion,208
2015,BQ,Religion,3
2018,FQ,Religion,7
2017,TB,Religion,5
2017,KG,Religion,55997
2019,UV,Religion,62497
2018,TD,Religion,13151
2015,GB,Religion,15875
2015,CN,Religion,5776
2015,NE,Religion,201
2015,AV,Religion,687
2019,AC,Religion,982
2016,DQ,Religion,5
2017,JN,Religion,11
2018,CR,Religion,2
2016,IS,Religion,1881019
2018,AS,Religion,389372
2015,LO,Religion,55611
2018,FI,Religion,95360
2016,TX,Religion,75288
2019,HU,Religion,113596
2019,GQ,Religion,3985
2016,AO,Religion,60122
2018,CN,Religion,3891
2015,JE,Religion,21861
2015,KR,Religion,1989
2019,FM,Religion,715
2015,HQ,Religion,44
2019,FK,Religion,49
2018,AU,Religion,239544
2016,RS,Religion,2552909
2019,PK,Religion,300665
2016,KU,Religion,281263
2019,NL,Religion,148428
2017,TH,Religion,178807
2015,GR,Religion,541712
2017,AY,Religion,10804
2019,YI,Religion,5320
2017,TP,Religion,4479
2017,NS,Religion,3792
2016,CQ,Religion,2448
2019,PS,Religion,1301
2015,NT,Religion,223
2018,WF,Religion,2
2017,UY,Religion,50489
2015,NZ,Religion,84656
2015,AL,Religion,67327
2015,PE,Religion,85802
2018,NI,Religion,206021
2018,CO,Religion,114242
2019,BR,Religion,171868
2018,ET,Religion,65156
2017,NC,Religion,1555
2015,GM,Religion,1561901
2015,TH,Religion,224748
2018,PO,Religion,138931
2018,NO,Religion,138038
2019,AM,Religion,62414
2017,RQ,Religion,48789
2019,VT,Religion,29963
2018,BB,Religion,6671
2019,RN,Religion,621
2015,AT,Religion,2
2015,TS,Religion,301995
2015,IR,Religion,1403745
2018,LG,Religion,42239
2019,GH,Religion,29314
2018,PG,Religion,485
2019,MX,Religion,226605
2016,WE,Religion,305967
2015,DA,Religion,183156
2015,PL,Religion,332668
2016,JO,Religion,485669
2018,JO,Religion,292741
2016,AE,Religion,292777
2018,GP,Religion,13863
2019,MD,Religion,20803
2019,LT,Religion,1318
2017,SM,Religion,1476
2016,WF,Religion,8
2015,AO,Religion,29383
2019,JE,Religion,15264
2019,RB,Religion,51865
2019,RE,Religion,16002
2017,GY,Religion,8085
2015,ZA,Religion,16738
2018,IV,Religion,18379
2015,CG,Religion,12912
2015,FM,Religion,1900
2017,ST,Religion,1711
2017,SE,Religion,4532
2019,AN,Religion,1826
2017,PG,Religion,554
2015,IO,Religion,64
2016,SY,Religion,3316168
2017,MO,Religion,285759
2016,RP,Religion,426892
2016,TI,Religion,43730
2015,LU,Religion,45578
2016,BB,Religion,8328
2016,GQ,Religion,9148
2018,VI,Religion,1088
2019,SM,Religion,533
2019,BS,Religion,3
2019,MQ,Religion,4
2019,BQ,Religion,1
2016,CY,Religion,104200
2015,VT,Religion,73333
2016,QA,Religion,263751
2017,BA,Religion,218497
2017,SG,Religion,77702
2016,AR,Religion,338669
2017,UP,Religion,465357
2017,JM,Religion,52687
2019,BK,Religion,22899
2019,AL,Religion,30667
2018,PP,Religion,10540
2015,RQ,Religion,13408
2015,AC,Religion,1875
2018,OC,Religion,4996
2015,CW,Religion,669
2017,SV,Religion,1245
2015,WF,Religion,2
2017,SW,Religion,469844
2019,BX,Religion,22462
2016,CF,Religion,60813
2018,UG,Religion,39555
2015,PO,Religion,146299
2015,TT,Religion,7890
2017,MP,Religion,55618
2017,CG,Religion,16474
2019,RW,Religion,16862
2019,KG,Religion,21481
2018,MA,Religion,10983
2016,PF,Religion,624
2019,BH,Religion,3741
2016,TL,Religion,515
2019,WQ,Religion,48
2018,FR,Religion,1276169
2018,OS,Religion,66162
2015,LG,Religion,40894
2018,RQ,Religion,23147
2016,CI,Religion,125104
2016,RI,Religion,117186
2016,GZ,Religion,132658
2015,JM,Religion,25894
2019,CY,Religion,34669
2018,TP,Religion,1646
2018,FP,Religion,708
2019,TP,Religion,482
2019,PF,Religion,157
2017,NE,Religion,226
2019,IM,Religion,64
2016,YM,Religion,553639
2018,NP,Religion,37532
2017,ES,Religion,36996
2018,AN,Religion,4123
2018,AL,Religion,76394
2016,IC,Religion,69737
2019,CU,Religion,49703
2019,RO,Religion,120614
2016,PL,Religion,516325
2018,SG,Religion,42545
2015,BY,Religion,31095
2019,CG,Religion,11355
2017,CJ,Religion,2398
2016,WI,Religion,6340
2016,BT,Religion,22669
2016,TT,Religion,11099
2019,FO,Religion,370
2018,CV,Religion,2922
2019,BT,Religion,5515
2016,AC,Religion,2255
2015,AX,Religion,1
2017,SA,Religion,1196559
2016,LE,Religion,734689
2015,ML,Religion,162874
2017,OD,Religion,50331
2018,HK,Religion,71658
2018,LY,Religion,181730
2017,RN,Religion,2628
2016,KZ,Religion,94040
2015,TK,Religion,12537
2018,AA,Religion,1563
2015,KQ,Religion,5
2016,KS,Religion,278979
2016,UG,Religion,65638
2016,CU,Religion,262677
2017,PM,Religion,64832
2017,PA,Religion,38412
2016,TD,Religion,13851
2015,LA,Religion,17651
2019,PP,Religion,4593
2015,SV,Religion,1180
2019,FQ,Religion,1
2017,IZ,Religion,1644288
2017,BG,Religion,402354
2017,AF,Religion,551565
2016,VM,Religion,274785
2018,IN,Religion,846493
2018,ID,Religion,415027
2018,TH,Religion,138767
2018,BG,Religion,265124
2015,MV,Religion,16471
2019,AJ,Religion,35812
2015,PA,Religion,55099
2019,KZ,Religion,31719
2017,FM,Religion,3424
2017,FP,Religion,1825
2019,TL,Religion,123
2019,NF,Religion,85
2015,HK,Religion,80577
2015,JA,Religion,396460
2019,TX,Religion,11945
2015,BT,Religion,8648
2018,MJ,Religion,28256
2016,UZ,Religion,93896
2017,UG,Religion,46440
2015,MP,Religion,69871
2015,IV,Religion,33949
2019,GB,Religion,14182
2015,CV,Religion,2065
2018,TN,Religion,3242
2015,MF,Religion,886
2015,WQ,Religion,92
2015,CR,Religion,11
2016,FR,Religion,2667272
2016,GM,Religion,2407351
2018,BX,Religion,24946
2018,PE,Religion,95210
2017,ZI,Religion,48628
2016,CT,Religion,38900
2019,ML,Religion,65804
2017,CS,Religion,14613
2015,SG,Religion,97650
2016,TK,Religion,16437
2019,OC,Religion,4725
2019,TV,Religion,1085
2019,AV,Religion,276
2017,CQ,Religion,455
2018,IO,Religion,39
2019,JQ,Religion,6
2017,NL,Religion,380681
2016,PE,Religion,130973
2016,PK,Religion,785279
2019,TU,Religion,559067
2018,KU,Religion,116856
2015,QA,Religion,239050
2019,MY,Religion,73148
2016,GY,Religion,8546
2018,GR,Religion,387183
2018,UV,Religion,118787
2016,TZ,Religion,46168
2015,HR,Religion,114936
2015,MR,Religion,52074
2018,LT,Religion,2164
2017,LT,Religion,2639
2019,VQ,Religion,1175
2018,NC,Religion,1136
2019,ST,Religion,1275
2015,GK,Religion,1650
2015,TL,Religion,161
2017,QA,Religion,397452
2017,PO,Religion,212870
2017,RE,Religion,34950
2015,IN,Religion,890569
2017,UZ,Religion,93136
2018,QA,Religion,151577
2016,NH,Religion,5747
2018,BK,Religion,38379
2015,TI,Religion,41893
2018,EN,Religion,41275
2019,GA,Religion,5186
2016,RB,Religion,150198
2015,YM,Religion,681305
2015,MO,Religion,382055
2017,ET,Religion,86475
2019,UP,Religion,216238
2018,AO,Religion,35794
2015,ET,Religion,109907
2015,TD,Religion,10942
2018,KR,Religion,2980
2016,ST,Religion,2896
2016,CW,Religion,927
2016,BY,Religion,24768
2017,HU,Religion,228736
2019,SF,Religion,68029
2017,RI,Religion,111323
2018,BU,Religion,118050
2015,SI,Religion,56494
2019,RQ,Religion,15984
2016,GI,Religion,8175
2017,LA,Religion,17463
2015,DO,Religion,8849
2018,MF,Religion,1106
2016,CR,Religion,3
2018,GM,Religion,1305953
2018,TU,Religion,1185577
2015,KG,Religion,47755
2015,AF,Religion,537587
2019,ID,Religion,268336
2017,KU,Religion,220194
2019,GI,Religion,19035
2018,VT,Religion,47322
2019,CT,Religion,8610
2019,LI,Religion,8641
2019,KV,Religion,17793
2018,FO,Religion,1340
2016,FO,Religion,1672
2018,MH,Religion,2112
2015,BD,Religion,5467
2018,SC,Religion,135
2019,NE,Religion,146
2017,AE,Religion,314277
2016,BE,Religion,887414
2017,BM,Religion,146038
2018,MP,Religion,48367
2019,PA,Religion,12689
2018,ES,Religion,47030
2017,KV,Religion,54069
2018,MT,Religion,37963
2016,VC,Religion,5361
2019,CN,Religion,1543
2019,NR,Religion,1932
2019,GK,Religion,1281
2017,SC,Religion,184
2017,EG,Religion,1468980
2017,SZ,Religion,432060
2018,UP,Religion,399073
2017,PL,Religion,386589
2018,TW,Religion,135669
2016,SP,Religion,901737
2017,BR,Religion,410142
2018,AG,Religion,99713
2016,ZI,Religion,44591
2015,ER,Religion,46609
2018,GO,Religion,1
2015,UY,Religion,40484
2018,UK,Religion,1538389
2018,WE,Religion,283606
2018,SN,Religion,101789
2019,MJ,Religion,15048
2019,CS,Religion,7570
2016,VI,Religion,2608
2015,NR,Religion,7089
2018,MV,Religion,13474
2016,EK,Religion,7623
2019,TT,Religion,2898
2018,BP,Religion,1580
2015,LT,Religion,2191
2016,MQ,Religion,8
2017,BV,Religion,5
2016,GR,Religion,654853
2018,GT,Religion,70114
2019,AR,Religion,100656
2016,MG,Religion,42407
2015,CD,Religion,107590
2019,MR,Religion,12559
2015,PP,Religion,10206
2018,MI,Religion,9229
2018,LS,Religion,3422
2019,FG,Religion,1072
2016,NT,Religion,114
2015,HM,Religion,2
2016,IZ,Religion,2273681
2015,IC,Religion,31879
2016,KV,Religion,62911
2017,RB,Religion,131602
2019,GZ,Religion,83473
2018,CT,Religion,19553
2017,TX,Religion,44194
2017,BX,Religion,46818
2019,CM,Religion,15872
2017,MG,Religion,29817
2019,ZA,Religion,10320
2019,BC,Religion,3925
2015,MB,Religion,4282
2018,KT,Religion,407
2017,BS,Religion,2
2019,CH,Religion,657220
2017,AC,Religion,4010
2019,KE,Religion,51904
2018,DA,Religion,141280
2018,AM,Religion,113625
2018,ZA,Religion,17805
2017,PS,Religion,5679
2019,GV,Religion,21529
2017,OC,Religion,5447
2015,TV,Religion,2130
2016,AA,Religion,2833
2017,BP,Religion,1803
2018,NE,Religion,253
2019,NT,Religion,88
2018,SB,Religion,103
2016,IM,Religion,373
2017,MQ,Religion,6
2017,JQ,Religion,4
2017,US,Religion,6412139
2019,IS,Religion,936968
2017,SP,Religion,822661
2015,VM,Religion,194121
2017,AJ,Religion,115443
2019,TW,Religion,94078
2017,VT,Religion,56774
2017,JE,Religion,21922
2018,MC,Religion,11395
2015,MA,Religion,11401
2019,GJ,Religion,6403
2018,ST,Religion,1840
2019,WS,Religion,2842
2018,GK,Religion,1599
2017,KQ,Religion,1
2019,US,Religion,2736080
2017,GJ,Religion,13922
2019,UZ,Religion,20606
2015,RP,Religion,189438
2019,NI,Religion,112809
2015,ZI,Religion,39063
2015,CB,Religion,50561
2016,DR,Religion,26880
2018,CS,Religion,17597
2015,GJ,Religion,8272
2015,MI,Religion,10236
2019,MN,Religion,5636
2016,PS,Religion,4414
2015,TO,Religion,13730
2016,BP,Religion,2501
2019,BV,Religion,2
2019,WF,Religion,2
2015,NL,Religion,327285
2015,MC,Religion,9177
2019,GG,Religion,14552
2018,FG,Religion,383
2018,SH,Religion,749
2016,TP,Religion,2471
2019,WI,Religion,1262
2017,DQ,Religion,7
2017,WE,Religion,354830
2019,AS,Religion,296404
2017,TU,Religion,1717912
2018,CF,Religion,59207
2016,UY,Religion,51440
2019,AG,Religion,52969
2016,HK,Religion,109344
2018,EZ,Religion,124842
2016,NL,Religion,627022
2019,CD,Religion,28054
2019,BO,Religion,45029
2015,OD,Religion,40069
2015,SL,Religion,21279
2017,RW,Religion,33874
2016,NR,Religion,15157
2018,BT,Religion,8618
2015,VC,Religion,3347
2015,BH,Religion,7997
2019,MI,Religion,9192
2016,KT,Religion,1801
2015,EU,Religion,2
2018,CQ,Religion,344
2017,IO,Religion,45
2018,LQ,Religion,26
2017,FI,Religion,113425
2016,CA,Religion,682664
2016,BA,Religion,210157
2016,GH,Religion,76821
2016,VE,Religion,260292
2016,SI,Religion,93499
2018,BO,Religion,88859
2019,SW,Religion,173138
2017,GB,Religion,11939
2016,CD,Religion,85600
2015,AY,Religion,7227
2018,MD,Religion,50776
2018,WS,Religion,4505
2018,MG,Religion,25860
2018,NR,Religion,4150
2015,ST,Religion,1246
2015,TE,Religion,4
2019,LY,Religion,94978
2016,MU,Religion,170833
2017,VQ,Religion,5855
2015,OC,Religion,6447
2016,OD,Religion,57161
2017,ZA,Religion,21227
2015,MH,Religion,1896
2015,RM,Religion,3251
2019,VI,Religion,484
2019,NC,Religion,727
2015,TP,Religion,715
2018,DQ,Religion,5
2015,SY,Religion,2876619
2017,GA,Religion,29018
2016,IN,Religion,1357205
2017,NZ,Religion,99149
2019,BU,Religion,67060
2016,GV,Religion,38438
2016,CG,Religion,22012
2015,HA,Religion,47238
2015,UV,Religion,106895
2018,LH,Religion,83852
2016,OC,Religion,5478
2019,MP,Religion,36763
2015,WA,Religion,10751
2017,DO,Religion,12020
2015,WS,Religion,3470
2015,NF,Religion,406
2017,FQ,Religion,6
2018,EG,Religion,781567
2018,VM,Religion,180505
2018,TS,Religion,105310
2019,JA,Religion,235047
2016,UP,Religion,594910
2017,LH,Religion,97922
2015,EI,Religion,226638
2015,BN,Religion,26462
2019,NS,Religion,2168
2015,TN,Religion,2415
2015,MQ,Religion,7
2018,BQ,Religion,3
2019,LO,Religion,23654
2015,TZ,Religion,36532
2016,BK,Religion,68344
2019,IZ,Religion,353441
2016,PP,Religion,18905
2015,CE,Religion,60550
2016,RE,Religion,46972
2017,MT,Religion,46839
2017,FO,Religion,9857
2019,VC,Religion,1924
2016,MH,Religion,2486
2019,EK,Religion,1483
2015,DQ,Religion,8
2016,UK,Religion,2678510
2016,JA,Religion,587519
2015,IT,Religion,1042242
2018,PK,Religion,439650
2017,BL,Religion,65075
2017,VC,Religion,4844
2017,CW,Religion,596
2019,WZ,Religion,1418
2015,PC,Religion,526
2018,IM,Religion,142
2017,CH,Religion,1202283
2016,KE,Religion,148512
2019,JO,Religion,137919
2019,HR,Religion,43109
2015,SB,Religion,735
2019,PG,Religion,169
2016,JN,Religion,29
2016,BG,Religion,519865
2017,UV,Religion,103695
2017,MD,Religion,74969
2017,CD,Religion,60433
2019,EZ,Religion,60130
2018,TX,Religion,25262
2018,GG,Religion,18008
2017,IV,Religion,26490
2018,YI,Religion,11036
2017,GI,Religion,7346
2019,NG,Religion,40937
2016,CJ,Religion,3303
2017,AN,Religion,4485
2015,RN,Religion,1607
2016,PG,Religion,1322
2018,VQ,Religion,2310
2017,SH,Religion,490
2017,TL,Religion,277
2016,GO,Religion,3
2016,BQ,Religion,1
2018,AE,Religion,181460
2016,SA,Religion,1477757
2016,FI,Religion,113768
2015,SZ,Religion,369835
2016,NO,Religion,253391
2015,CO,Religion,122927
2019,SN,Religion,55711
2017,CE,Religion,68710
2018,KE,Religion,65318
2016,MB,Religion,7797
2015,RW,Religion,37267
